control_after,year,month,block,total_lbs,total_value ,season
,2003,11,608,858,5982.04,6
,2004,1,643,418.1,3409.06,6
,2003,10,651,628.5,4399.5,6
,2003,10,652,3618.9,24417.83,6
,2003,11,652,3301.4,23689.97,6
,2003,12,652,1532.1,10846.315,6
,2004,1,652,885.8,7097.61,6
,2004,2,652,347.4,2717.975,6
,2004,3,652,562.3,4402.25,6
,2003,10,653,17223.79,113885.5875,6
,2003,11,653,5280.74,36264.836,6
,2003,12,653,2143.8,15129.125,6
,2004,1,653,1028.5,8357.375,6
,2004,2,653,333.58,2771.095,6
,2004,3,653,231.95,1735.025,6
,2004,8,653,514,616.8,6
,2003,10,655,4464.24,30796.68,6
,2003,11,655,3425.3,23644.76,6
,2003,12,655,1359.4,10164.23,6
,2004,1,655,497.9,4090.54,6
,2004,2,655,519.6,4336.81,6
,2004,3,655,81.82,707.415,6
,2003,10,656,1554.7,10882.9,6
,2003,11,656,1127.65,7961.06,6
,2003,12,656,675,4967.71,6
,2004,1,656,653.1,5319.9,6
,2004,2,656,209.1,1716.195,6
,2004,3,656,252.4,1876.05,6
,2003,11,664,72.9,512.775,6
,2004,1,664,14.63,117.04,6
,2003,10,665,4511.22,31856.082,6
,2003,11,665,4616.7,32788.225,6
,2003,12,665,2180.6,16321,6
,2004,1,665,905.4,7344.7,6
,2004,2,665,338.9,2839.97,6
,2004,3,665,171,1368,6
,2003,11,666,250.3,1689.525,6
,2003,10,667,62,372,6
,2003,10,678,589.9,4031.3,6
,2003,10,683,1218.4,8475.44,6
,2003,11,683,229.5,1805.125,6
,2003,12,683,22,176,6
,2004,2,683,67,540.42,6
,2004,3,683,55,495,6
,2003,10,686,323,2260.645,6
,2003,11,686,536.4,3778.3,6
,2003,12,686,1103.7,7989.6,6
,2004,2,686,575.2,4784.45,6
,2004,3,686,88.4,729.3,6
,2004,1,701,227.7,1821.6,6
,2003,12,702,34,255,6
,2004,1,702,32,240,6
,2004,2,702,24,192,6
,2003,10,703,369,2583,6
,2003,10,704,545.5,4364,6
,2003,11,704,350.5,2804,6
,2003,12,704,818,6485.715,6
,2004,1,704,595,5009.5,6
,2004,2,704,87,687.72,6
,2004,3,704,29,232,6
,2003,11,705,286.1,2074.225,6
,2003,10,712,441.1,2977.425,6
,2003,11,712,2283.6,16012.05,6
,2003,12,712,2282.7,16769.195,6
,2004,1,712,1058,8582.19,6
,2004,2,712,1751.6,14281.79,6
,2004,3,712,601.9,4989.255,6
,2004,1,714,5,37.5,6
,2004,2,714,278.5,2297.625,6
,2003,11,717,38,266,6
,2003,10,718,31.15,210.2625,6
,2003,12,718,98.7,715.575,6
,2003,10,719,5545.8,37920.85,6
,2003,11,719,3859.55,27321.03,6
,2003,12,719,4647.9,34153.775,6
,2004,1,719,6030.15,45858.8125,6
,2004,2,719,4278.7,32640.275,6
,2004,3,719,3106,24133.5,6
,2003,12,732,106.35,771.0375,6
,2003,10,733,10.3,69.525,6
,2004,1,734,44,308,6
,2003,12,735,13.45,97.5125,6
,2003,10,739,314.6,2221.8,6
,2003,11,739,52.65,381.7125,6
,2003,12,739,138.5,1004.125,6
,2004,1,739,145.85,1054.1625,6
,2004,2,739,39.4,295.5,6
,2003,10,740,451.1,3229.225,6
,2003,11,740,497.1,3670.725,6
,2003,12,740,1328.4,10110.3,6
,2004,1,740,21,144.5,6
,2004,2,740,115.1,823.025,6
,2004,3,740,228.25,1766.6875,6
,2003,11,750,93.1,791.35,6
,2004,2,750,68.5,582.25,6
,2003,11,751,136.5,1057.875,6
,2003,10,752,141.3,1006.65,6
,2003,12,752,25.6,179.2,6
,2004,1,752,13.8,110.4,6
,2003,12,754,433.3,3017.75,6
,2004,2,754,97,679,6
,2003,10,756,14606.25,105750.4205,6
,2003,11,756,3995.25,30745.235,6
,2003,12,756,2434.5,18569.55,6
,2004,1,756,1677.4,13282.2,6
,2004,2,756,1278.15,10233.3,6
,2004,3,756,841.5,6559.25,6
,2003,10,758,1426.5,8833.185,6
,2003,11,758,107.5,800.875,6
,2003,12,758,214,1585.75,6
,2003,10,760,360.8,2164.8,6
,2003,10,763,225.75,1693.125,6
,2003,10,767,217.2,1520.4,6
,2003,11,767,187,1309,6
,2004,1,770,25,0,6
,2003,10,800,197.2,1421.4,6
,2003,11,800,125.4,932.1,6
,2004,1,800,96.5,769.5,6
,2003,10,801,867.8,6800.4,6
,2003,11,801,741.5,5732,6
,2003,12,801,583.7,4469.4,6
,2004,1,801,242.8,2031.4,6
,2004,2,801,197.5,1678.75,6
,2004,3,801,163.5,1389.75,6
,2003,10,802,1587.4,10691.095,6
,2003,11,802,632.2,4183.8,6
,2003,12,802,531.2,3904.3,6
,2004,1,802,498.4,3938.175,6
,2004,2,802,156.9,1203.675,6
,2004,3,802,12,0,6
,2003,10,813,8171.6,57397.93,6
,2003,11,813,9665.9,69266.275,6
,2003,12,813,8279.2,61543.68,6
,2004,1,813,8001.1,64618.19,6
,2004,2,813,3777,31209.23,6
,2004,3,813,2538.1,20024.35,6
,2003,11,817,400.8,2805.6,6
,2003,10,822,2494.3,16934.15,6
,2003,11,822,356,2475,6
,2003,12,822,479.4,3461.5,6
,2004,2,822,108,891,6
,2004,3,822,86.1,371.25,6
,2004,2,823,66.4,547.8,6
,2003,10,829,6513.07,46337.445,6
,2003,11,829,1242,9121,6
,2003,12,829,667.45,5220.9125,6
,2004,1,829,549.3,4488.7,6
,2004,2,829,385,3272.5,6
,2004,2,832,9,81,6
,2003,10,840,61,427,6
,2003,12,840,107.5,860,6
,2004,1,847,97,776,6
,2003,10,850,2669.82,18774.521,6
,2003,11,850,3609.15,25325.565,6
,2003,12,850,2700.98,19503.465,6
,2004,1,850,1458.5,11449.6,6
,2004,2,850,73.95,591.6,6
,2003,12,852,83.7,606.825,6
,2003,11,861,117,994.5,6
,2004,2,861,6,54,6
,2004,3,861,133.12,875.5,6
,2003,10,862,52,364,6
,2003,11,862,68.6,522,6
,2003,12,862,38,266,6
,2004,2,862,21,168,6
,2004,1,863,46.5,372,6
,2003,10,864,321,2247,6
,2003,10,866,111,777,6
,2003,10,867,8972.4,63572.6,6
,2003,11,867,3933.1,28255.75,6
,2003,12,867,3004,21028,6
,2004,1,867,1151,8057,6
,2003,10,869,192,1344,6
,2003,11,869,61,427,6
,2003,12,869,407,3154.25,6
,2004,1,869,40,320,6
,2004,1,871,5.15,0,6
,2003,11,873,780,6045,6
,2004,2,880,22.65,195.85,6
,2004,3,880,37,333,6
,2003,11,881,394,3013.5,6
,2004,2,881,50,400,6
,2004,1,888,318.6,2628.45,6
,2003,11,897,1493,10043.55,6
,2003,12,897,3975.6,25272.725,6
,2004,1,897,1981.1,13091.9,6
,2004,2,897,2600.45,19105.3,6
,2004,3,897,1520.25,10668.05,6
,2003,12,904,54,486,6
,2003,10,1035,197.5,1303.425,6
,2004,12,613,212.9,1703.2,7
,2004,10,632,278.2,1877.85,7
,2004,10,651,341.8,2307.15,7
,2004,10,652,3742.99,26487.625,7
,2004,11,652,3902.5,26856.425,7
,2004,12,652,1982.75,15349.215,7
,2005,1,652,3145,25145.42,7
,2005,2,652,730.94,6109.79,7
,2005,3,652,340.7,2919.65,7
,2004,10,653,13242.4,94060.2125,7
,2004,11,653,3309.6,25870.845,7
,2004,12,653,1977.97,14593.685,7
,2005,1,653,718.57,5590.66,7
,2005,2,653,280.65,1472.725,7
,2005,3,653,222.3,1698.2,7
,2004,10,655,8512.15,57033.9875,7
,2004,11,655,2979.6,18659.44,7
,2004,12,655,1795,14189.465,7
,2005,1,655,1369.1,10984.9,7
,2005,2,655,732.3,6136.35,7
,2005,3,655,465.1,4085.6,7
,2004,10,656,2344.5,16485.75,7
,2004,11,656,1140.8,7965.82,7
,2004,12,656,681,5429.07,7
,2005,1,656,294.6,2296.8,7
,2005,2,656,669.4,5689.9,7
,2005,3,656,193.5,1644.75,7
,2005,1,658,759.98,6079.84,7
,2004,11,664,10.44,75.69,7
,2004,10,665,8838.7,62773.9,7
,2004,11,665,5755.4,41401.17,7
,2004,12,665,3102.95,25066.24,7
,2005,1,665,3379.4,27053.77,7
,2005,2,665,1190.55,10119.675,7
,2005,3,665,941.7,8217.525,7
,2004,12,682,271,2051,7
,2004,10,683,1295.5,9281.375,7
,2004,11,683,2346.5,17709.3,7
,2004,12,683,823.5,6495.5,7
,2005,1,683,2325.2,18601.6,7
,2005,2,683,714.7,5786.2,7
,2005,3,683,65.15,535.3625,7
,2004,10,686,903.35,6175.9,7
,2004,11,686,558.7,3963.655,7
,2004,12,686,228.9,1831.2,7
,2005,1,686,268,2144,7
,2005,2,686,492.9,4032.37,7
,2005,3,686,451.4,3836.9,7
,2005,2,702,140,1120,7
,2005,3,702,10,80,7
,2004,10,704,59,486.75,7
,2004,11,704,205,1691.25,7
,2004,12,704,883.25,7238.2625,7
,2005,1,704,2002,16194,7
,2005,2,704,277,2236,7
,2004,10,706,624.4,4789.15,7
,2004,11,706,88.3,640.175,7
,2004,10,712,5458.1,37076.075,7
,2004,11,712,4827.7,33572.355,7
,2004,12,712,3838.7,30290.775,7
,2005,1,712,3154,25098.4,7
,2005,2,712,1214.5,9952.15,7
,2005,3,712,609.5,5080.45,7
,2004,10,714,551.6,3723.3,7
,2005,2,715,17,0,7
,2004,10,718,1006.8,6452.5,7
,2004,11,718,309.5,2004.125,7
,2004,12,718,96.45,675.15,7
,2005,1,718,807.75,6115.125,7
,2005,2,718,1038.65,7833.6,7
,2005,3,718,203.75,1555.175,7
,2004,10,719,11170.6,76722.23,7
,2004,11,719,10258.6,70245.59,7
,2004,12,719,8879.43,67015.2,7
,2005,1,719,14998.57,114866.2,7
,2005,2,719,7854.1,62263.5,7
,2005,3,719,2945.3,22896.5,7
,2004,10,721,1134,7654.5,7
,2005,1,721,43.5,348,7
,2004,10,728,59.4,386.1,7
,2004,10,730,485.8,2501.15,7
,2004,11,732,78,526.5,7
,2004,12,732,9.45,66.15,7
,2004,10,739,90,675,7
,2004,11,739,579.4,3798.4125,7
,2004,12,739,92.45,686.5,7
,2005,1,739,81.4,610.5,7
,2005,2,739,28,224,7
,2005,3,739,33,247.5,7
,2004,12,740,39.7,277.9,7
,2005,1,740,244.9,1760.6,7
,2005,2,740,112.1,838.5,7
,2005,3,740,203.8,1528.5,7
,2005,2,750,48.6,388.8,7
,2004,12,753,29.9,239.2,7
,2004,10,754,516.2,3742.45,7
,2004,11,754,84.8,551.2,7
,2004,10,756,11261.6,82407.463,7
,2004,11,756,3475.35,26849.2,7
,2004,12,756,3097.8,24522.475,7
,2005,1,756,3426.2,28773.5,7
,2005,2,756,1977.3,16354.1,7
,2005,3,756,1042.5,8443.6,7
,2004,10,758,211,1582.5,7
,2004,11,758,411.48,2974.26,7
,2005,1,758,276,1932,7
,2004,10,767,926.3,6351.575,7
,2004,10,800,679,4413.5,7
,2004,11,800,161,1046.5,7
,2004,12,800,54.6,382.2,7
,2004,10,801,1814.6,13148.8,7
,2004,11,801,509,4233.5,7
,2004,12,801,1055.5,2876.25,7
,2005,1,801,806.35,6626.3,7
,2005,2,801,371.25,3013.45,7
,2005,3,801,75.5,491,7
,2004,10,802,1858.1,12217.7,7
,2004,11,802,1021.1,6731.11,7
,2004,12,802,2727.05,20608.6125,7
,2005,1,802,1466.8,11710.4,7
,2005,2,802,551.2,4409.6,7
,2005,3,802,180,1280,7
,2004,10,803,122,915,7
,2004,10,806,1361,9504.5,7
,2004,10,813,8387.7,60501.375,7
,2004,11,813,6975.8,50468.55,7
,2004,12,813,6554.9,52189.6,7
,2005,1,813,7559.2,61955.2,7
,2005,2,813,2252.7,18887.85,7
,2005,3,813,1688.2,14110.51,7
,2004,11,820,119.8,593.9,7
,2004,10,822,6674.4,43740,7
,2004,10,827,83.6,543.4,7
,2004,10,828,207,1345.5,7
,2004,12,829,169,1267.5,7
,2004,10,843,500,3250,7
,2004,10,848,1775,11537.5,7
,2004,11,848,220.44,1653.3,7
,2004,12,848,171.02,1368.16,7
,2004,10,850,9325.08,65715.1625,7
,2004,11,850,6587.95,44976.9975,7
,2004,12,850,3952.4,28134.3,7
,2005,1,850,726.8,4300.8,7
,2004,10,861,206,1648,7
,2004,11,861,76,608,7
,2004,12,861,65,520,7
,2005,1,861,106,901,7
,2005,2,861,55,467.5,7
,2004,10,862,164,1066,7
,2004,11,862,180,1170,7
,2004,12,862,199,1592,7
,2004,10,864,575,3737.5,7
,2004,10,867,3574.7,22828,7
,2004,11,867,3719,24173.5,7
,2004,12,867,2764.8,20154.9,7
,2005,1,867,786,5109,7
,2005,2,867,1168.5,7742.2,7
,2005,3,867,620.1,4488,7
,2004,12,869,91,637,7
,2004,11,880,72.36,519.825,7
,2004,12,880,186.63,1493.04,7
,2004,11,883,47.2,320.96,7
,2004,10,897,264.5,1282.5,7
,2004,11,897,925.9,6218.075,7
,2004,12,897,5616.65,37285.35,7
,2005,1,897,342.1,2736.8,7
,2005,2,897,718.85,5645.7,7
,2005,3,897,86.6,692.8,7
,2004,12,1035,106.2,902.7,7
,2005,12,605,96,912,8
,2006,1,605,169,1622.4,8
,2005,10,608,172.1,1419.825,8
,2005,12,608,577.5,5775,8
,2005,10,611,108,864,8
,2005,10,619,45.8,366.4,8
,2006,2,637,37.4,355.3,8
,2006,1,649,326.6,3414.39,8
,2005,10,652,5988.4,41532.675,8
,2005,11,652,3629.93,31187.55,8
,2005,12,652,2890.8,26753.65,8
,2006,1,652,1509.6,14866.36,8
,2006,2,652,746.5,7754.435,8
,2006,3,652,592.5,5682.05,8
,2005,10,653,7773.82,58970.46,8
,2005,11,653,5115.1,42257.52,8
,2005,12,653,2791.8,24056.96,8
,2006,1,653,606.71,6059.665,8
,2006,2,653,47,517,8
,2006,3,653,86.08,780.09,8
,2005,10,655,3395,27277.3,8
,2005,11,655,3251.7,27373.965,8
,2005,12,655,658.9,6403.255,8
,2006,1,655,517.6,5218.01,8
,2006,2,655,709.5,7243.5,8
,2006,3,655,265.4,2701.25,8
,2005,10,656,443.6,3548.8,8
,2005,11,656,305.5,2684.94,8
,2006,2,656,301.8,2725.8,8
,2006,3,656,119.3,1231.1,8
,2005,10,659,191.4,1531.2,8
,2006,1,664,263.9,2375.1,8
,2006,2,664,157.1,1413.9,8
,2006,3,664,156,1404,8
,2005,10,665,5992.9,48056.475,8
,2005,11,665,4920,41061.3,8
,2005,12,665,2034.9,18245.1,8
,2006,1,665,1868.8,16740.5,8
,2006,2,665,1050,10500,8
,2006,3,665,270.6,2706,8
,2006,2,668,60,600,8
,2006,3,668,66.1,793.2,8
,2005,11,682,576.9,4730.58,8
,2006,3,682,209.5,1945,8
,2005,10,683,384.5,3116.25,8
,2005,11,683,260.6,2183.35,8
,2005,12,683,811.7,5086.75,8
,2006,1,683,111.8,1118,8
,2006,2,683,164.9,1649,8
,2006,3,683,72.2,722,8
,2005,10,686,783.6,6405.9,8
,2005,11,686,631.4,5261.76,8
,2005,12,686,368.4,3525.675,8
,2006,1,686,400.4,3916.24,8
,2005,12,702,192.7,1664.625,8
,2005,10,704,38.5,308,8
,2005,11,704,40,320,8
,2005,10,712,1196,9568,8
,2005,11,712,2641.8,22463.9,8
,2005,12,712,1237.7,11418.63,8
,2006,1,712,319.35,3130.375,8
,2006,2,712,1758.6,17525,8
,2006,3,712,346.1,3461,8
,2005,10,718,302.1,2274.5,8
,2005,11,718,188,1504,8
,2005,12,718,100,900,8
,2006,2,718,21,173.25,8
,2006,3,718,99.55,821.2875,8
,2005,10,719,7958.3,60002.75,8
,2005,11,719,5528.4,42781.95,8
,2005,12,719,4075.99,34852.945,8
,2006,1,719,5575.9,51818.85,8
,2006,2,719,4058.23,36674.02,8
,2006,3,719,1950.35,18327.75,8
,2005,10,739,37.9,284.25,8
,2005,11,739,336.55,2524.125,8
,2005,12,739,285.75,2234.8125,8
,2006,1,739,14,126,8
,2006,3,739,182,1330,8
,2005,12,740,131.15,1065.1125,8
,2006,1,740,723.8,5971.35,8
,2006,2,740,229.2,1890.9,8
,2005,10,750,94,752,8
,2005,10,751,54.3,434.4,8
,2005,11,754,151,1208,8
,2005,10,756,11481.2,91135.2065,8
,2005,11,756,4115.08,33940.72,8
,2005,12,756,3388.45,37450.3025,8
,2006,1,756,3186.11,28750.1,8
,2006,2,756,3456.93,31335.335,8
,2006,3,756,3259.44,29723.65,8
,2006,7,756,136,136,8
,2005,10,758,125,957,8
,2005,11,758,309,2472,8
,2005,12,758,191.05,1528.4,8
,2006,1,758,58.3,524.7,8
,2005,10,767,169.5,1356,8
,2005,11,767,772.75,6207.11,8
,2006,2,767,66.25,612.8125,8
,2005,10,801,873,7420.5,8
,2005,11,801,739.4,6284.9,8
,2005,12,801,405.9,3501.9,8
,2006,1,801,522.45,4673.25,8
,2006,2,801,311.15,2797.85,8
,2006,3,801,184,1739.8,8
,2005,10,802,1418,10981.075,8
,2005,11,802,588.3,1991.1,8
,2005,12,802,28,238,8
,2006,1,802,98.35,885.15,8
,2006,2,802,143,1287,8
,2006,3,802,24,228,8
,2005,11,803,155,930,8
,2005,12,805,216,1512,8
,2006,1,805,28,196,8
,2005,10,806,2645.5,19577.9,8
,2005,11,806,1432.3,11669.95,8
,2005,12,806,648.6,5725.6,8
,2006,1,806,447,4023,8
,2006,2,806,87,826.5,8
,2005,10,813,7579.8,63762.575,8
,2005,11,813,8253.3,71506.865,8
,2005,12,813,4052.9,38842.05,8
,2006,1,813,4223,40592,8
,2006,2,813,3416.4,32677,8
,2006,3,813,2373.8,23236,8
,2006,2,820,50,255,8
,2005,10,822,3938.8,26737.675,8
,2005,11,822,290.2,2089.325,8
,2005,12,822,609.6,5230.5,8
,2006,1,822,90.1,810.9,8
,2006,2,822,344.35,3271.325,8
,2006,3,822,26.2,0,8
,2005,10,827,84.8,636,8
,2005,10,829,2512.4,19979.2,8
,2005,11,829,269,2281.75,8
,2005,10,850,7603.25,58396.6,8
,2005,11,850,10132.85,76278.875,8
,2005,12,850,4559.75,38301.41,8
,2006,1,850,1759.2,11536.6,8
,2006,2,850,1788.8,14893.6,8
,2006,3,850,29.95,247.0875,8
,2006,3,859,280,2730,8
,2005,10,861,31,263.5,8
,2005,11,861,357,3213,8
,2005,12,861,246,2214,8
,2006,1,861,41.5,373.5,8
,2006,2,861,32,304,8
,2005,11,862,117,994.5,8
,2005,12,862,32,288,8
,2005,12,866,35,315,8
,2005,10,867,12050.5,83570.5,8
,2005,11,867,5422.5,38009.25,8
,2005,12,867,2871.55,21890.75,8
,2006,1,867,1896,13272,8
,2006,2,867,589,4123,8
,2006,3,867,195,0,8
,2005,10,869,142.2,1044.7,8
,2005,11,869,145,1087.5,8
,2005,12,869,266.2,2068.6,8
,2005,10,870,849,6367.5,8
,2005,11,870,55,440,8
,2005,11,880,96,672,8
,2006,1,882,234.6,2111.4,8
,2005,10,890,4578,35183,8
,2005,12,890,693,5890.5,8
,2005,10,897,407.3,3258.4,8
,2005,11,897,1577.9,12780.175,8
,2005,12,897,2303.6,18221.9,8
,2006,1,897,1177.41,9655.89,8
,2006,2,897,861.8,6861.225,8
,2006,3,897,324.2,2453.8,8
,2005,10,1036,230,310.5,8
,2006,11,605,193,1852.8,9
,2007,1,605,100.6,1006,9
,2006,10,607,175.5,1579.5,9
,2006,11,607,154.6,1484.16,9
,2006,12,613,37.9,306.24,9
,2007,1,618,319,3190,9
,2007,2,618,274,2740,9
,2007,1,632,39.1,311,9
,2007,3,639,208,2704,9
,2006,10,640,86,129,9
,2006,10,652,5446.8,51021.88,9
,2006,11,652,3633.2,33940.245,9
,2006,12,652,1595.4,15143.235,9
,2007,1,652,806.7,8295.9,9
,2007,2,652,677.35,7112.0125,9
,2007,3,652,447.2,4698.6,9
,2006,10,653,7862.05,72222.4,9
,2006,11,653,4212.75,39987.5,9
,2006,12,653,1047.6,10122.265,9
,2007,1,653,370.5,3649.75,9
,2007,2,653,197.6,2047.25,9
,2007,3,653,161.25,1483.125,9
,2006,10,655,7749.6,73194.405,9
,2006,11,655,4600.6,43996.78,9
,2006,12,655,1793.8,17679.39,9
,2007,1,655,330.1,3515.125,9
,2007,2,655,171.3,1812.95,9
,2006,10,656,548.9,5265.775,9
,2006,11,656,794,7146,9
,2006,12,656,96.6,951.51,9
,2007,1,656,261.6,2735.5,9
,2007,2,656,71.15,747.075,9
,2007,3,656,358.4,3763.2,9
,2006,10,658,213.8,2031.1,9
,2006,11,658,111,1110,9
,2006,12,658,518,5180,9
,2006,10,662,10,0,9
,2006,10,664,405,3790.5,9
,2007,3,664,231.5,2478,9
,2006,10,665,5585.2,52143.8,9
,2006,11,665,10865.1,82853.38,9
,2006,12,665,2230.3,21926.32,9
,2007,1,665,787.2,8001.95,9
,2007,2,665,499.9,5194.275,9
,2007,3,665,101.6,1066.8,9
,2006,11,666,807.3,7750.08,9
,2006,12,666,2015.6,10460.51,9
,2007,3,667,101,1060.5,9
,2006,10,683,3630.7,35285.45,9
,2006,11,683,961.3,9229.55,9
,2006,12,683,2128.5,20993,9
,2007,1,683,845.5,8838.35,9
,2007,2,683,328.4,3448.2,9
,2007,3,683,11.5,120.75,9
,2006,11,686,333,2530.8,9
,2006,12,686,1638.3,16343.55,9
,2007,2,686,382.8,3800.7,9
,2007,1,702,53,477,9
,2007,2,702,552,4983,9
,2007,3,702,311,2848.5,9
,2006,10,704,1049.5,9813.8,9
,2006,11,704,978.6,9369.515,9
,2006,12,704,731.6,7272.99,9
,2007,1,704,266.9,2775.425,9
,2007,2,704,30,315,9
,2007,3,704,56,588,9
,2006,10,712,1996.5,18031.86,9
,2006,11,712,1963.5,18537.24,9
,2006,12,712,1429.9,13988.39,9
,2007,1,712,1258.4,12702.325,9
,2007,2,712,1539.5,15899.35,9
,2007,3,712,1255.5,13132.05,9
,2006,10,716,494.8,4453.2,9
,2007,1,716,365.6,3930.2,9
,2006,11,718,267.8,2410.2,9
,2006,10,719,7952,73681.325,9
,2006,11,719,9382.68,88162.52,9
,2006,12,719,11036.1,103784.175,9
,2007,1,719,7358.66,71579.02,9
,2007,2,719,6610.2,65080.6,9
,2007,3,719,2252.5,21952.85,9
,2006,10,722,557.55,5157.3375,9
,2007,3,726,21,199.5,9
,2006,11,730,144,1296,9
,2006,10,739,481.95,4419.825,9
,2006,11,739,228.4,2055.6,9
,2006,12,739,280.4,2566.6625,9
,2007,1,739,322.7,2984.975,9
,2007,2,739,249.35,2306.4875,9
,2007,3,739,207.7,1994.725,9
,2006,10,740,12,108,9
,2006,12,740,27.55,254.8375,9
,2007,1,740,141.05,1304.7125,9
,2007,1,747,143,1430,9
,2007,2,748,79,790,9
,2007,3,751,91,910,9
,2006,10,756,13743.11,127917.6625,9
,2006,11,756,9875.98,92487.156,9
,2006,12,756,6753.3,64487.416,9
,2007,1,756,1268.55,12502.9165,9
,2007,2,756,2441.6,24866.1625,9
,2007,3,756,1103.66,10543.675,9
,2006,10,758,223.01,2007.09,9
,2007,2,763,267,2670,9
,2006,10,767,850.9,8199.575,9
,2007,1,767,12.4,111.6,9
,2007,2,767,185.25,1898.8125,9
,2007,2,773,66.7,616.975,9
,2006,10,801,4243.2,35616.6,9
,2006,11,801,789.35,7231.825,9
,2006,12,801,1836.6,17865.85,9
,2007,1,801,112.2,1122,9
,2007,2,801,242.9,2489.725,9
,2006,10,802,1434,13549,9
,2006,11,802,800.1,7549.775,9
,2006,12,802,3357,32395.275,9
,2007,1,802,1678.45,16566.0375,9
,2007,2,802,274.15,2806.6875,9
,2006,10,806,3890.6,34422.35,9
,2006,11,806,1675,15741,9
,2006,12,806,1688,16458,9
,2007,1,806,708,7018.75,9
,2007,2,806,384,4032,9
,2007,3,806,164,1722,9
,2006,10,813,6885.9,64572.55,9
,2006,11,813,4272.3,40439.1,9
,2006,12,813,2820.7,27682,9
,2007,2,813,2455.9,25230.45,9
,2007,3,813,1538.4,15573.6,9
,2006,10,822,2500.85,23098.4375,9
,2006,11,822,466.35,4392.6625,9
,2006,12,822,27,249.75,9
,2007,2,822,129.3,1325.325,9
,2007,3,822,394.45,4043.1125,9
,2006,10,827,66.9,602.1,9
,2006,11,829,254,2286,9
,2006,10,841,271.25,2373.4375,9
,2006,10,849,4228.4,35537.9,9
,2006,11,849,4097.25,35894.25,9
,2006,12,849,183,1555.5,9
,2007,1,849,88,814,9
,2006,10,850,19631.1,171356.375,9
,2006,11,850,11850.85,108812.15,9
,2006,12,850,6149.4,56595.25,9
,2007,1,850,2970.3,27053.35,9
,2007,2,850,503.2,4620.3,9
,2007,3,850,379.5,3315.75,9
,2006,10,858,1575.8,14970.1,9
,2007,1,861,12,96,9
,2006,10,867,5000.3,39816.55,9
,2006,11,867,3093,24744,9
,2006,12,867,2280.1,19482.1,9
,2007,1,867,1188.4,10531.8,9
,2007,2,867,4,36,9
,2007,3,867,1313,12414.75,9
,2006,12,868,26.5,251.75,9
,2006,10,869,1229.1,9778.3,9
,2006,11,869,314.2,2887.3,9
,2007,2,869,24.8,260.4,9
,2006,10,870,517,4136,9
,2007,2,880,26,273,9
,2006,10,897,149,1192,9
,2006,11,897,255,2040,9
,2006,12,897,1464.15,14136.4625,9
,2007,1,897,3011,29380.9125,9
,2007,2,897,370.8,3631.575,9
,2007,3,897,1027.6,9947,9
,2006,12,1034,55,550,9
,2007,10,605,197.5,2172.5,10
,2007,12,605,209.1,2362.83,10
,2008,1,605,123.2,1392.16,10
,2007,11,606,85.9,970.67,10
,2007,12,606,91,1028.3,10
,2008,3,609,167.1,2005.2,10
,2007,10,611,6.68,73.48,10
,2007,12,613,79.4,897.22,10
,2007,11,650,74.7,836.64,10
,2008,3,650,158.4,1821.6,10
,2007,10,652,1001.6,10881.38,10
,2007,11,652,1702.05,18981.79,10
,2007,12,652,999.2,11187.63,10
,2008,1,652,539.7,6159.725,10
,2008,2,652,694.1,8159.2925,10
,2008,3,652,501,5648.325,10
,2007,10,653,11465.79,124059.11,10
,2007,11,653,3904.63,42084.1175,10
,2007,12,653,1905.09,21201.445,10
,2008,1,653,1437.25,16403.875,10
,2008,2,653,372.45,4503.345,10
,2008,3,653,149.4,1606.58,10
,2007,10,655,1534.85,17305.34,10
,2007,11,655,1120.3,13321.73,10
,2007,12,655,381.6,4549.73,10
,2008,1,655,1126.9,13343.93,10
,2008,2,655,163.4,1932.095,10
,2007,10,656,1173.9,12947.84,10
