control_after,year,month,block,total_lbs,total_value ,season
,2007,11,656,627,7077.93,10
,2007,12,656,424.7,4828.19,10
,2008,1,656,101,1111,10
,2007,10,658,15.85,178.3125,10
,2007,12,658,446,4906,10
,2008,2,658,114,1254,10
,2007,10,663,200,2200,10
,2007,10,665,5289.66,57270.285,10
,2007,11,665,2919.7,32795.99,10
,2007,12,665,1656.1,18839.83,10
,2008,1,665,2895.8,33366.09,10
,2008,2,665,1359.6,15582.88,10
,2008,3,665,96.4,1137.52,10
,2007,11,666,354.5,3980.7,10
,2007,12,666,659.9,7456.87,10
,2008,1,666,207.8,2348.14,10
,2008,1,678,77,870.1,10
,2007,10,682,671.1,7238.65,10
,2007,11,682,380,3990,10
,2007,12,682,443.03,4720.43,10
,2008,1,682,403.2,4435.2,10
,2007,10,683,1760.8,19436.475,10
,2007,11,683,340.8,3989.7,10
,2007,12,683,553.6,6518.48,10
,2008,1,683,515.4,5956.69,10
,2008,2,683,538,6391.76,10
,2008,3,683,42,483,10
,2007,11,686,267.3,3020.49,10
,2008,1,686,384.1,4340.33,10
,2008,3,686,487.1,5764.3,10
,2007,10,700,391.6,4307.6,10
,2008,1,702,25.6,275.2,10
,2008,2,702,34,340,10
,2007,10,704,251.6,2824.9,10
,2007,11,704,105.8,1216.7,10
,2007,12,704,225.5,2435.5,10
,2008,1,704,320.1,3610.75,10
,2008,2,704,189.3,2216.64,10
,2007,10,712,2313.25,25358.375,10
,2007,11,712,1057.8,11851.96,10
,2007,12,712,657.5,7446.42,10
,2008,1,712,762.3,8885.76,10
,2008,2,712,1031.7,10695,10
,2008,3,712,163.6,1097.5,10
,2007,10,718,32,320,10
,2007,11,718,340.2,3572.1,10
,2007,12,718,211.9,2291.4,10
,2008,1,718,130.4,1401.8,10
,2008,2,718,96.2,1058.2,10
,2007,10,719,8717.95,90890,10
,2007,11,719,5244.45,46608.64,10
,2007,12,719,6897.3,73723.925,10
,2008,1,719,11680.8,132515.6375,10
,2008,2,719,6673.1,76532.575,10
,2008,3,719,3124.2,35866.9,10
,2007,10,731,142.45,1424.5,10
,2007,11,739,263.65,2898.1125,10
,2007,12,739,121.3,1243.325,10
,2008,1,739,251.2,2612.35,10
,2008,2,739,106.2,1115.1,10
,2007,12,740,1005,10619.5,10
,2008,1,740,854,9394,10
,2008,2,740,558,6168,10
,2008,3,740,48.4,556.6,10
,2007,10,748,12,111,10
,2008,2,750,75,937.5,10
,2007,12,752,60.8,729.6,10
,2007,10,756,16289.6,170217.4335,10
,2007,11,756,4121.9,44427.796,10
,2007,12,756,3451.01,37884.075,10
,2008,1,756,1559.85,17240.5055,10
,2008,2,756,1454.05,16750.4,10
,2008,3,756,830.35,9324.75,10
,2007,10,758,571.4,6221.4,10
,2008,1,758,407.2,4581,10
,2007,12,759,55.4,623.25,10
,2007,11,760,92,966,10
,2007,11,767,75.4,754,10
,2007,10,801,729.45,7868.025,10
,2007,11,801,1225,13298.2,10
,2007,12,801,121.5,1215,10
,2007,10,802,1200.5,12844.9,10
,2007,11,802,468.95,5104.25,10
,2007,12,802,341.95,3761.45,10
,2008,1,802,472.3,5288.5125,10
,2008,2,802,410.45,4925.4,10
,2008,3,802,244.55,2934.6,10
,2007,12,803,41,410,10
,2007,10,806,3087.9,32210.2,10
,2007,11,806,255.5,2555,10
,2008,2,806,144.55,1734.6,10
,2007,10,813,5352.15,58941.2,10
,2007,11,813,11724.1,128123.7975,10
,2007,12,813,5476.1,56854.13,10
,2008,1,813,2805.65,29054.6,10
,2008,2,813,2809.7,32542.3,10
,2008,3,813,1143.3,11636.95,10
,2007,12,817,100,1050,10
,2007,10,822,1809.6,18608.125,10
,2007,11,822,95.85,1065.25,10
,2007,12,822,435.45,4510.2875,10
,2008,1,822,286.35,3319.7125,10
,2008,2,822,245,2940,10
,2007,10,827,29.5,324.5,10
,2008,1,831,358,3401,10
,2007,10,849,1088,9792,10
,2007,11,849,2605.7,25677,10
,2008,1,849,579.2,6081.6,10
,2007,10,850,19430.4,187792.4,10
,2007,11,850,8357.7,84713.65,10
,2007,12,850,6900.9,72445.075,10
,2008,1,850,4084.05,43340.275,10
,2008,2,850,709,7758,10
,2008,3,850,966.1,10082.05,10
,2007,10,861,338,3220.3,10
,2007,11,863,1347,12559,10
,2007,10,867,2686,25395.5,10
,2007,11,867,2210.8,21427.2,10
,2007,12,867,642,5820,10
,2008,1,867,394.35,4028.85,10
,2008,3,867,289.5,2047.5,10
,2008,1,869,52.01,598.115,10
,2008,2,875,734.6,7346,10
,2007,10,890,322.6,3505.2,10
,2007,11,897,373.2,4072.74,10
,2007,12,897,1622.4,17949.58,10
,2008,2,897,806,9672,10
,2008,3,897,419.45,5033.4,10
,2007,10,1033,44,462,10
,2007,12,1033,150.1,1651.1,10
,2008,2,1033,245,2633.75,10
,2007,11,1034,76,874,10
,2008,1,1034,36,396,10
,2008,10,605,641,6249.75,11
,2008,11,605,253,2466.75,11
,2009,1,611,15.4,154,11
,2008,10,613,70.9,815.35,11
,2008,10,632,60.1,561,11
,2009,3,632,32,0,11
,2009,2,634,140.4,1825.2,11
,2008,10,650,208.3,2395.45,11
,2008,10,651,653.2,7089.9,11
,2008,11,651,634.76,6648.0954,11
,2008,12,651,300,3300,11
,2009,1,651,197.5,2119.85,11
,2008,10,652,3376.25,37412.27,11
,2008,11,652,950.9,9701.285,11
,2008,12,652,932.4,9392.5,11
,2009,1,652,371.7,3906.1,11
,2009,2,652,247.4,3159.85,11
,2009,3,652,279.9,2806.4,11
,2008,10,653,7418.55,79996.145,11
,2008,11,653,2447.9,24254.615,11
,2008,12,653,323.8,2993.64,11
,2009,1,653,43,497.6,11
,2009,2,653,22.4,285.2,11
,2008,10,655,2541.9,28606.7125,11
,2008,11,655,1264.7,12550.825,11
,2008,12,655,203.3,2196.33,11
,2008,10,656,262,3010.24,11
,2008,11,656,168.4,1641.9,11
,2008,12,656,186.1,1949.245,11
,2009,1,656,14,168,11
,2009,2,656,80.8,832.24,11
,2008,10,658,1799.9,19332.4,11
,2008,11,658,483.3,4833,11
,2008,12,658,257.4,2574,11
,2009,1,658,245.5,2524,11
,2008,10,664,554.4,6514.2,11
,2008,11,664,1175.9,11759,11
,2008,12,664,356.2,3668.86,11
,2008,10,665,8911.75,94386.2125,11
,2008,11,665,6812.9,69033.1,11
,2008,12,665,2944.16,29314.6134,11
,2009,1,665,1146.5,13001.08,11
,2009,2,665,1036.95,12832.33,11
,2009,3,665,145.5,1433.84,11
,2008,10,668,450,5175,11
,2009,2,668,38,532,11
,2008,10,676,261,2936.25,11
,2008,10,682,154.4,1544,11
,2008,11,682,568.3,5841.15,11
,2008,10,683,632,7211.5125,11
,2008,11,683,551.9,5586.375,11
,2008,12,683,678.6,7537.1,11
,2009,1,683,223.5,2556.5,11
,2009,2,683,578.6,7433.65,11
,2009,3,683,58.5,702,11
,2008,10,686,747,7779.5,11
,2008,11,686,861.8,8740.925,11
,2008,12,686,2728.35,27079.9825,11
,2009,1,686,1784.8,19825.215,11
,2009,2,686,1975.6,24520.09,11
,2009,3,686,663.3,6715.975,11
,2008,11,702,444.2,4330.95,11
,2009,1,702,24,288,11
,2009,2,702,13.3,159.6,11
,2009,2,703,44,528,11
,2008,12,704,33.5,351.75,11
,2009,1,704,343.1,3945.65,11
,2008,10,712,2500,27703.725,11
,2008,11,712,1947.7,19680,11
,2008,12,712,1973.5,19943.99,11
,2009,1,712,1278.5,13709.758,11
,2009,2,712,485.7,5696.35,11
,2009,3,712,633.6,6601.04,11
,2009,1,715,120,1350,11
,2008,11,718,363,3834.65,11
,2008,12,718,71.3,677.35,11
,2009,1,718,226.59,2537.39,11
,2009,2,718,177.6,2055.6,11
,2008,10,719,8311.5,90327.5125,11
,2008,11,719,13356.2,138836.1,11
,2008,12,719,15586.29,159840.45,11
,2009,1,719,7549.8,82593.825,11
,2009,2,719,7661.85,92395.225,11
,2009,3,719,1815.7,18757.15,11
,2008,11,722,233,2563,11
,2008,10,733,116.3,1279.3,11
,2008,10,739,152,1710,11
,2008,11,739,506.4,4612.45,11
,2008,12,739,456.3,4886.3,11
,2009,1,739,305.4,2897.9125,11
,2009,2,739,83.25,915.75,11
,2008,11,740,289.7,3127.5,11
,2008,12,740,1723.06,17624.25,11
,2009,1,740,1396.79,14817.085,11
,2009,2,740,1118.1,12947.1,11
,2009,3,740,149.8,1572.9,11
,2008,10,745,1015.2,8911.8,11
,2008,11,745,1101.1,9630.9,11
,2009,2,745,200,2000,11
,2009,2,750,320,3360,11
,2009,3,750,514,5397,11
,2008,10,756,12684.45,142166.1955,11
,2008,11,756,3615.4,38216.24,11
,2008,12,756,4592.91,48019.36,11
,2009,1,756,2347.97,25610.77,11
,2009,2,756,1969.05,22403.875,11
,2009,3,756,675.25,7313.15,11
,2008,10,758,70.8,761.1,11
,2008,10,759,270.4,2638.65,11
,2008,10,767,175.1,2057.425,11
,2008,12,767,27.6,0,11
,2008,11,770,214.5,2359.5,11
,2008,10,801,3113.05,33365.325,11
,2008,11,801,676.71,6585.065,11
,2008,12,801,423.3,4344.975,11
,2009,1,801,343.9,3302.25,11
,2009,2,801,119.5,874.875,11
,2009,3,801,96.6,869.4,11
,2009,1,802,1467.2,17661.95,11
,2009,2,802,911.3,11678.25,11
,2009,1,805,27.8,295.45,11
,2008,10,806,937,10568,11
,2008,11,806,373,3675.3,11
,2008,12,806,295.5,3052.5,11
,2009,1,806,214.1,2390.9,11
,2009,2,806,115,1380,11
,2009,3,806,248.9,2445.7,11
,2008,10,813,8837.2,98051.9,11
,2008,11,813,1275.3,12789,11
,2008,12,813,4260.37,44901.81,11
,2009,1,813,2146.3,24084.8,11
,2009,2,813,2551.6,29484.2,11
,2009,3,813,1003.8,9918.55,11
,2008,10,819,738.2,8304.75,11
,2008,11,819,264.3,2643,11
,2008,10,820,446.95,4692.975,11
,2008,11,820,489.3,4896.625,11
,2008,10,822,3252.9,35473.9875,11
,2008,11,822,492.79,5175.66,11
,2008,12,822,454,4984.075,11
,2009,1,822,156.25,1718.75,11
,2009,2,822,324.6,3782.75,11
,2009,3,822,101.75,1103.125,11
,2009,1,824,46,471.5,11
,2008,10,825,966,8825,11
,2008,10,829,457.1,4228.175,11
,2008,11,829,3936.6,40286.35,11
,2008,12,829,2253.83,24147.28,11
,2009,1,829,164.6,1892.9,11
,2009,2,829,749.5,6430.5,11
,2009,3,829,464.5,3424.5,11
,2008,11,840,70.6,688.35,11
,2009,2,840,87.7,1096.25,11
,2008,10,845,77.8,875.25,11
,2008,10,849,237.3,2101.35,11
,2008,11,849,416,3972.8,11
,2008,12,849,237.1,2371,11
,2009,1,849,56.5,621.5,11
,2008,10,850,16558.35,177434.3775,11
,2008,11,850,6031.46,62510.88,11
,2008,12,850,3443.4,32809.55,11
,2009,1,850,2766.1,28043.85,11
,2009,2,850,643.1,7569.1,11
,2008,10,862,2508.5,24447.55,11
,2008,11,866,79.5,800.55,11
,2008,10,867,3682.6,38306.6,11
,2008,11,867,1580.9,16267.525,11
,2008,12,867,870.2,9318.5,11
,2009,1,867,68,697,11
,2008,12,869,66.7,683.675,11
,2009,1,870,25,287.5,11
,2009,2,882,85.3,895.65,11
,2009,2,897,133.7,1671.25,11
,2008,11,1033,409.2,3572,11
,2008,10,1034,316.7,3383.5,11
,2008,11,1034,289.2,2797.9,11
,2009,10,613,159.4,1793.25,12
,2009,12,614,592.5,7830.75,12
,2010,2,650,37,518,12
,2009,10,651,681.1,7558.375,12
,2009,11,651,766.3,8575.35,12
,2009,12,651,494.7,6375.475,12
,2010,1,651,531.7,7600.775,12
,2010,2,651,291.8,4326.575,12
,2010,3,651,139.5,2092.5,12
,2009,10,652,1199,12723.8,12
,2009,11,652,1575.9,17622.3,12
,2009,12,652,778.42,9404.04,12
,2010,1,652,816.8,11007.75,12
,2010,2,652,666.9,9554.1,12
,2010,3,652,166.65,2245.75,12
,2009,10,653,10572.93,114024.19,12
,2009,11,653,2648.09,30262.453,12
,2009,12,653,901.21,11314.7665,12
,2010,1,653,218.5,2925.275,12
,2010,2,653,181.64,2604.6,12
,2010,3,653,77.25,232.5,12
,2009,10,655,2802.4,30043.75,12
,2009,11,655,902.1,9906.175,12
,2009,12,655,103,1297.8,12
,2010,1,655,144.1,1945.35,12
,2010,2,655,122,1830,12
,2009,10,656,67.7,677,12
,2009,11,656,62,744,12
,2009,12,656,142.4,1886.8,12
,2010,1,656,527.1,7599.6,12
,2010,3,656,308,4620,12
,2009,10,658,216.3,2160.5,12
,2009,11,658,577,6094,12
,2009,12,658,262,2988,12
,2010,1,658,72.15,1023.525,12
,2010,2,658,155.6,2327.1,12
,2010,3,658,71.2,996.8,12
,2009,10,665,8329.7,87821,12
,2009,11,665,5939.3,66981.9,12
,2009,12,665,2720.15,34581.5225,12
,2010,1,665,2379.4,33846.52,12
,2010,2,665,1166.1,17247.575,12
,2010,3,665,535.3,7819.5,12
,2009,10,666,127.4,1274,12
,2009,11,666,399,4267.3,12
,2009,11,679,114,1396.5,12
,2010,1,682,20,240,12
,2009,10,683,1141.6,12502.6,12
,2009,11,683,574.8,7036.6,12
,2009,12,683,772.9,10047.7,12
,2010,1,683,551,7941.875,12
,2010,2,683,52,780,12
,2010,3,683,47.5,712.5,12
,2009,10,686,521.3,5213,12
,2009,12,686,2526.7,31975.5,12
,2010,1,686,1693.6,23921.1,12
,2010,2,686,1304.5,19155.74,12
,2010,3,686,1119.6,16794,12
,2009,10,702,210.7,2172.81,12
,2009,11,702,17,204,12
,2009,12,702,36.4,445.9,12
,2010,1,702,41,533,12
,2010,2,702,489.4,7060.2,12
,2010,3,702,229.3,3210.2,12
,2009,10,706,594.5,6582.75,12
,2009,10,712,2410,25602.15,12
,2009,11,712,1954.39,21995.98,12
,2009,12,712,4674.7,60803.095,12
,2010,1,712,3876.3,53990.1,12
,2010,2,712,1822.6,27033.25,12
,2010,3,712,2034.2,30451.5,12
,2009,10,718,123.5,1296.75,12
,2009,11,718,116.4,1367.7,12
,2009,12,718,9.4,119.85,12
,2010,1,718,77.6,1041.8,12
,2010,2,718,33.3,482.85,12
,2010,3,718,55.6,778.4,12
,2009,10,719,13114.19,140449.8325,12
,2009,11,719,8931.75,104515.0625,12
,2009,12,719,12305.2,157412.8325,12
,2010,1,719,14145.25,202207.7525,12
,2010,2,719,6303.75,89145.6225,12
,2010,3,719,3073,44048.55,12
,2009,10,721,190.3,1998.15,12
,2009,11,721,1969.15,22708.225,12
,2009,12,721,181.3,2200.675,12
,2009,10,730,417.95,5015.4,12
,2010,3,730,52.8,0,12
,2009,10,739,502.25,5240.7875,12
,2009,11,739,627.3,7214.6,12
,2009,12,739,1367.8,16111.2,12
,2010,1,739,2202.75,29514.8,12
,2010,2,739,1012,14290.125,12
,2010,3,739,215.6,3018.4,12
,2009,11,740,633.2,7535.3,12
,2009,12,740,788.4,9853.35,12
,2010,1,740,434.2,5688.475,12
,2010,2,740,192.3,2788.35,12
,2010,3,740,17,238,12
,2009,10,745,889,8001,12
,2009,11,745,705.4,6348.6,12
,2009,12,745,1297.9,12857,12
,2010,2,745,283,3679,12
,2010,3,745,259,2744,12
,2009,10,748,106.4,1085.28,12
,2009,10,755,318.4,3661.6,12
,2009,10,756,7078.55,78498.085,12
,2009,11,756,7048.4,84956.794,12
,2009,12,756,5847.56,72743.5,12
,2010,1,756,2336.95,31343.925,12
,2010,2,756,2265.25,31175.4,12
,2010,3,756,804.65,10490.375,12
,2009,11,758,90.2,996.7,12
,2010,3,758,40.3,564.2,12
,2009,10,801,1271.6,13535.65,12
,2009,11,801,768.8,7256.75,12
,2009,12,801,421.15,5331.62,12
,2010,1,801,534.5,7186.5,12
,2010,2,801,1679.85,23369.05,12
,2010,3,801,165.6,2121.5,12
,2009,10,802,1541.3,16093.65,12
,2009,10,806,1048.4,10836.15,12
,2009,12,806,60,780,12
,2009,10,813,5523.9,57675.275,12
,2009,11,813,2891.8,33557.3,12
,2009,12,813,7062.5,91705.34,12
,2010,1,813,810,12150,12
,2010,2,813,2153.3,32011.2,12
,2010,3,813,458,6570,12
,2009,10,822,2056.88,21523.34,12
,2009,11,822,162.3,1917.8,12
,2010,2,822,74.8,1122,12
,2009,10,829,170.5,1875.5,12
,2009,11,829,1406.1,15125.9,12
,2010,1,829,939.4,12972.2,12
,2010,2,829,78,1014,12
,2009,10,844,181.8,1999.8,12
,2009,10,845,1488,13392,12
,2009,11,845,2332,20988,12
,2009,12,845,747,7470,12
,2010,1,845,620,6000,12
,2009,10,847,56,560,12
,2009,10,849,2524.5,26800.05,12
,2009,11,849,4516.2,51596.95,12
,2009,12,849,2059.4,25661.875,12
,2009,10,850,11386.25,118646.625,12
,2009,11,850,8064.25,90969.2,12
,2009,12,850,1877.2,22119,12
,2010,1,850,1677.4,18640.5,12
,2010,2,850,1221.55,18209.025,12
,2010,3,850,740.8,9951.2,12
,2009,11,851,106.8,1334.1,12
,2009,10,855,255,2805,12
,2009,10,857,292.5,3363.75,12
,2010,1,859,21,294,12
,2010,2,859,85.2,1320.6,12
,2010,3,859,15,210,12
,2009,10,861,1745.65,18663.84,12
,2009,11,861,98.1,1191.915,12
,2009,12,861,293.8,3712.245,12
,2010,1,861,128.85,1728.4625,12
,2009,10,867,3146.25,31767.7,12
,2009,11,867,2973.2,34761.275,12
,2009,12,867,1066,12901.5,12
,2010,1,867,241.7,3262.95,12
,2010,2,867,343.8,4417.4,12
,2010,3,867,1138.5,13851.5,12
,2009,10,869,721.25,7351.325,12
,2009,11,869,101.5,1176.675,12
,2009,12,869,48.2,538.05,12
,2010,2,869,77.4,1149.4,12
,2010,3,869,15.6,218.4,12
,2009,10,880,77,750.75,12
,2010,1,880,36.1,487.35,12
,2010,3,880,5.3,82.15,12
,2009,10,881,2345.3,24205.8,12
,2009,11,881,2136.3,25005.25,12
,2009,12,881,874.8,10817,12
,2010,1,881,275.7,3822.25,12
,2010,2,881,91.7,1421.35,12
,2010,3,881,61.5,940.15,12
,2009,10,883,272.1,2857.05,12
,2009,11,883,948.4,10811.3,12
,2009,10,887,212.2,2228.1,12
,2009,11,897,1609.9,19920.85,12
,2009,12,897,2946.4,36106.17,12
,2010,1,897,550.5,7643.5,12
,2010,2,897,327.55,4923.275,12
,2010,1,950,342.6,4625.1,12
,2009,10,1033,741.28,7783.44,12
,2009,11,1033,92.2,968.1,12
,2009,12,1034,60.7,758.75,12
,2010,2,1034,33.55,444.5375,12
,2009,11,1035,432.8,4977.2,12
,2011,3,611,58,1046.2,13
,2010,11,613,26.3,453.675,13
,2011,2,615,19.2,345.6,13
,2011,1,617,549.6,8931,13
,2011,1,632,18.9,252,13
,2010,10,651,477.5,7729.65,13
,2010,11,651,284.4,4741.575,13
,2010,12,651,398.1,6579.35,13
,2011,1,651,74.5,1303.75,13
,2011,2,651,284,4997.125,13
,2010,10,652,2738.1,45632.475,13
,2010,11,652,2684.7,44614.475,13
,2010,12,652,506.6,8121.3,13
,2011,1,652,218.3,3769.63,13
,2011,2,652,166.8,2896.85,13
,2011,3,652,69.6,1095.3,13
,2010,10,653,8862.2,147538.925,13
,2010,11,653,5049.81,82942.675,13
,2010,12,653,1869.3,31172.55,13
,2011,1,653,381.4,6411.57,13
,2011,2,653,390.37,6949.41,13
,2011,3,653,139.3,2024.2,13
,2010,10,655,2226.67,37156.365,13
,2010,11,655,445.8,7568.2,13
,2010,12,655,584.1,10195.375,13
,2011,2,655,30,540,13
,2010,10,656,423.9,7129.65,13
,2010,11,656,263.4,4431.125,13
,2010,12,656,216.7,3550.625,13
,2011,1,656,159.3,2846.73,13
,2011,2,656,195.7,3499.2,13
,2011,3,656,135,2430,13
,2010,10,658,661.6,10833.375,13
,2010,11,658,419.5,7093.75,13
,2010,12,658,153.3,2658.375,13
,2011,1,658,188.7,3318.33,13
,2011,2,658,19.2,345.6,13
,2011,3,658,174.4,2907.9,13
,2010,10,659,162.8,2686.2,13
,2010,10,664,40.8,693.6,13
,2010,11,664,217,3714.45,13
,2010,12,664,521.6,8736.8,13
,2010,10,665,4950.7,82040.95,13
,2010,11,665,3961.4,65566.65,13
,2010,12,665,5307.7,86978.35,13
,2011,1,665,1646.9,28190.25,13
,2011,2,665,1369.2,24003.47,13
,2011,3,665,537.4,9252.41,13
,2010,11,666,130.4,2151.6,13
,2011,2,666,24.5,441,13
,2011,1,679,589.6,9581,13
,2011,2,679,291.3,4952.1,13
,2010,10,683,288.2,4755.3,13
,2010,11,683,1243.9,20957.25,13
,2010,12,683,467.8,8177,13
,2011,1,683,641.9,11231.55,13
,2011,2,683,133,2380.7,13
,2010,12,686,68.6,1149.05,13
,2011,1,686,491.8,8503.195,13
,2011,2,686,352.2,6339.6,13
,2011,3,686,237.9,4282.2,13
,2010,12,691,211,3587,13
,2010,11,702,49.3,813.45,13
,2010,12,702,43.2,724.6,13
,2011,1,702,33.5,560.5,13
,2010,10,712,2759.2,45469.825,13
,2010,11,712,2519.5,42984.05,13
,2010,12,712,2996,49861.05,13
,2011,1,712,979.3,17345.81,13
,2011,2,712,745.3,7594.2,13
,2011,3,712,370.7,6672.6,13
,2010,10,718,451.3,7220.8,13
,2010,11,718,219.9,3631.825,13
,2010,12,718,129.75,1814.8125,13
,2011,1,718,94.1,1599.7,13
,2011,2,718,121.9,2072.3,13
,2011,3,718,6,102,13
,2010,10,719,6954.7,115044.945,13
,2010,11,719,5452.95,90817.665,13
,2010,12,719,10612.6,173483.2175,13
,2011,1,719,8872.8,148955.0525,13
,2011,2,719,4603.95,79604.765,13
,2011,3,719,1626.41,28124.23,13
,2010,11,729,80.2,1323.3,13
,2010,10,739,149.6,2549,13
,2010,11,739,357.05,5800.925,13
,2010,12,739,1279.45,20943.4875,13
,2011,1,739,1555.8,25771.625,13
,2011,2,739,640.5,10888.5,13
,2011,3,739,244,4046.06,13
,2010,12,740,192.8,3033.975,13
,2010,10,745,647.5,9656.9,13
,2010,11,745,476.5,6623.35,13
,2010,12,745,218,3488,13
,2011,1,745,910,14149.2,13
,2011,2,745,328.4,4395.91,13
,2011,3,745,173.5,2276.32,13
,2010,11,748,498,7270.8,13
,2010,12,748,479.8,8036.65,13
,2011,2,748,149.6,2543.2,13
,2010,11,750,35.2,598.4,13
,2010,10,755,152.6,2556.05,13
,2010,10,756,9349.15,153575.905,13
,2010,11,756,3711.75,58710.9875,13
,2010,12,756,5553.92,87189.294,13
,2011,1,756,3638.9,59721.199,13
,2011,2,756,1915.3,33156.175,13
,2011,3,756,776.3,13303.4,13
,2010,10,758,28.9,462.4,13
,2010,11,758,543.7,9615.025,13
,2010,10,759,69.55,1234.5125,13
,2011,2,759,35.1,623.025,13
,2011,3,759,29.6,532.8,13
,2010,11,767,60.1,991.65,13
,2011,1,767,42.5,690.625,13
,2011,2,767,351.1,6280.475,13
,2011,3,767,49.8,896.4,13
,2011,1,773,24.5,441,13
,2010,10,801,479.6,7765.675,13
,2010,11,801,233.55,3817.525,13
,2010,12,801,645.4,10369.175,13
,2011,1,801,1017.4,16537.4,13
,2011,2,801,239,3943.5,13
,2011,3,801,344.5,5696,13
,2010,10,802,117.2,1875.2,13
,2010,11,802,154,2695,13
,2010,10,806,1152.3,19771.35,13
,2010,11,806,492.9,7886.4,13
,2010,12,806,124.6,1962.45,13
,2011,1,806,212.1,3496.2,13
,2011,2,806,168.7,2867.9,13
,2011,3,806,149.5,2541.5,13
,2010,10,813,6765,111586.75,13
,2010,11,813,5357.7,88246.25,13
,2010,12,813,7119.3,117089.25,13
,2011,1,813,3545.9,56353.75,13
,2011,2,813,2697.7,43132.5,13
,2011,3,813,390,5688,13
,2010,10,822,1441.5,24162.75,13
,2010,10,827,150,2587.5,13
,2010,10,830,2969.96,48270.98,13
,2010,11,830,1923.7,31433.725,13
,2010,12,830,601.7,10078.475,13
,2011,1,830,1088.16,18338.32,13
,2011,2,830,148,2590,13
,2011,3,830,310.68,5281.56,13
,2010,10,840,324.05,5166.8,13
,2010,11,840,336.2,5574.6,13
,2010,12,840,123.6,1977.6,13
,2011,2,840,50.35,805.6,13
,2010,10,845,672.7,11435.9,13
,2010,10,849,1595.35,25214.525,13
,2010,11,849,1967.4,32181.8,13
,2010,12,849,397.9,6523.3,13
,2011,1,849,412,6695,13
,2011,2,849,179.6,1077.6,13
,2011,3,849,78.1,1272.7,13
,2010,10,850,4899.6,78620.2,13
,2010,11,850,3747.31,59758.95,13
,2010,12,850,2189.36,36074.555,13
,2011,1,850,2397.35,39533.8,13
,2011,2,850,614.55,10222.8,13
,2011,3,850,1012.8,17099.8,13
,2011,1,859,22.4,358.4,13
,2010,10,861,1113.9,19732.725,13
,2011,1,864,36.6,622.2,13
,2010,10,867,7901.9,125962.075,13
,2010,11,867,2717.86,43693.995,13
,2010,12,867,1342.8,21942.554,13
,2011,1,867,134.05,2144.8,13
,2011,2,867,167.5,2681.25,13
,2011,3,867,387,6483.5,13
,2010,11,868,132,2178,13
,2011,3,869,22.6,384.2,13
,2011,1,874,52.4,890.8,13
,2011,1,879,193.25,3092,13
,2011,2,879,129.1,2065.6,13
,2010,11,880,202.2,3336.3,13
,2010,10,881,1410.2,24134.275,13
,2010,11,886,137.5,2200,13
,2010,10,890,1665,28403.325,13
,2010,11,890,295.1,4869.15,13
,2011,2,890,217,3580.5,13
,2010,10,897,53.9,848.925,13
,2010,11,897,796.1,11208.825,13
,2010,12,897,342.2,5716.03,13
,2011,1,897,861.8,13841.55,13
,2011,2,897,1315.12,22350.73,13
,2011,3,897,530.1,8802.45,13
,2010,10,898,122.9,1874.225,13
,2010,10,1032,879.25,14290.25,13
,2010,10,1033,62.5,1000,13
,2010,11,1033,93.8,1547.7,13
,2010,10,1034,33.6,17.7,13
