control_after,year,month,block,total_lbs,total_value ,season
,2015,2,741,27.6,642.9,17
,2015,2,742,183.4,4218.2,17
,2014,10,745,1855.1,30343.6,17
,2014,11,745,1313,22911.6,17
,2014,12,745,243,4860,17
,2015,1,745,139,2780,17
,2014,10,752,38.25,612,17
,2014,10,756,14326.38,232411.405,17
,2014,11,756,3702.35,66232.175,17
,2014,12,756,1803.9,37311.3,17
,2015,1,756,842.15,19786.2,17
,2015,2,756,469.6,11451.2,17
,2015,3,756,107.5,2633.75,17
,2014,10,759,211.45,4017.55,17
,2014,11,759,48.4,968,17
,2014,10,763,123.6,2141.1,17
,2014,10,767,169.35,2540.25,17
,2014,10,801,7571.1,123939.765,17
,2014,11,801,2945.99,55697.57,17
,2014,12,801,2403.65,52616.045,17
,2015,1,801,1230.31,30094.345,17
,2015,2,801,2280.44,56199.58,17
,2015,3,801,302.28,7402.86,17
,2014,10,802,1094.9,16423.5,17
,2014,12,802,29.1,669.3,17
,2015,1,802,59.4,1485,17
,2015,2,803,195.32,4852.3,17
,2015,1,806,200.26,4806.24,17
,2014,10,810,289.56,4777.74,17
,2014,11,810,191.22,3537.57,17
,2014,10,813,8229,137111.5,17
,2014,11,813,2831.4,56218.35,17
,2014,12,813,4196.1,94181.6,17
,2015,1,813,5408.5,128191.25,17
,2015,2,813,1716.73,41243.15,17
,2015,3,813,1550.69,37174.605,17
,2014,10,822,3920.26,65671.18,17
,2014,11,822,9522,191532.505,17
,2014,12,822,235.05,5204.3575,17
,2015,1,822,111.58,2768.19,17
,2015,2,822,195.68,4781.16,17
,2015,3,822,457.42,11117.84,17
,2014,10,824,371,6678,17
,2014,10,840,304.4,5174.8,17
,2014,11,847,77,1386,17
,2014,10,849,4830.6,80669.65,17
,2014,11,849,3145.4,57137.45,17
,2014,12,849,536,10971,17
,2015,1,849,583.8,12781.5,17
,2015,2,849,8,0,17
,2014,10,850,17544.93,283177.863,17
,2014,11,850,9255.2,177943.1775,17
,2014,12,850,7461.24,166370.66,17
,2015,1,850,5090.7,124090.835,17
,2015,2,850,5892.95,144082.215,17
,2015,3,850,1686.66,40797.67,17
,2015,2,852,199.02,4866.84,17
,2015,3,852,183.44,4439.48,17
,2015,1,857,37,851,17
,2014,11,861,22,363,17
,2015,1,865,804.45,19508.25,17
,2015,2,865,1227.65,30691.25,17
,2014,10,866,117,1696.5,17
,2014,10,867,4035,58153.5,17
,2014,11,867,2493,47771.5,17
,2014,12,867,1959.1,41804.45,17
,2015,1,867,149.5,3391.25,17
,2015,2,867,275,6300,17
,2015,3,867,56.2,1292.6,17
,2014,10,869,1739.45,29535.9,17
,2014,11,869,56.3,1025.35,17
,2014,12,869,28.9,635.8,17
,2015,1,869,16.35,408.75,17
,2015,2,869,103.05,2478.75,17
,2015,3,869,37.8,756,17
,2014,12,871,414.8,8971.4,17
,2015,1,871,360.3,8149.9,17
,2015,2,871,144.3,3318.9,17
,2014,10,880,280.56,4728.22,17
,2014,12,880,37.3,708.7,17
,2015,3,880,805.32,19730.34,17
,2015,2,890,318,7314,17
,2015,1,897,1268,28587.5,17
,2015,3,897,253,6198.5,17
,2014,11,1034,215.3,4090.7,17
,2015,2,1034,124.98,3048.76,17
,2014,10,1035,113,2067.9,17
,2014,12,1035,127.8,2875.5,17
,2015,3,1035,423,10098.5,17
,2015,11,605,185.8,4552.1,18
,2015,12,605,166.9,3838.7,18
,2016,2,608,803.5,15668.25,18
,2015,10,643,917.4,14826.9,18
,2015,11,643,135,2632.5,18
,2015,12,645,469,9849,18
,2016,1,645,56,1120,18
,2015,10,651,877.9,14184.3,18
,2015,11,651,117.2,2285.4,18
,2016,2,651,4,90,18
,2015,10,652,2784.7,45753.35,18
,2015,11,652,893.85,19443.1,18
,2015,12,652,436.7,10129.55,18
,2016,3,652,53.68,193.6,18
,2015,10,653,5920.68,91925.625,18
,2015,11,653,2777.62,62555.77,18
,2015,12,653,3371.43,77928.98,18
,2016,1,653,2528.53,57907.63,18
,2016,2,653,571.4,12362.6,18
,2016,3,653,347.9,7263.1,18
,2015,10,655,4185.35,65229,18
,2015,11,655,648.5,12583.75,18
,2015,12,655,504.7,11414.3,18
,2016,1,655,82.5,1534.5,18
,2016,2,655,48,860,18
,2015,11,656,162,3726,18
,2015,12,656,975.35,22669.5,18
,2016,1,656,548.6,11276.8,18
,2016,2,656,315.3,6230.05,18
,2016,3,656,107,1425,18
,2015,12,658,133.5,2868.75,18
,2016,1,658,266.95,6290.5625,18
,2016,3,659,170,3400,18
,2015,10,660,9.5,0.095,18
,2015,10,664,2162,34511.26,18
,2015,11,664,853.7,19205.65,18
,2015,12,664,296,7038.15,18
,2016,1,664,23.5,564,18
,2015,10,665,7796,124464.085,18
,2015,11,665,3909.9,85064.73,18
,2015,12,665,2601.07,56704.965,18
,2016,1,665,1546.65,31127.195,18
,2016,2,665,829.95,16884.515,18
,2016,3,665,722.2,14654.98,18
,2015,11,666,314.6,6824.5,18
,2015,12,667,375.3,8270.1,18
,2016,1,667,250.95,5971.175,18
,2016,2,667,219.05,4894.875,18
,2016,3,667,315.55,6605.55,18
,2015,10,669,523.5,7852.5,18
,2015,10,682,128,1920,18
,2015,11,682,134.3,2902.35,18
,2015,10,683,1091.4,17098.5,18
,2015,11,683,1120.95,25675.24,18
,2015,12,683,1086.27,24882.035,18
,2016,1,683,856.75,18198.28,18
,2016,2,683,601.5,10906.575,18
,2016,3,683,250.95,5238.45,18
,2015,10,686,566.8,9592,18
,2015,11,686,752.5,14744.3,18
,2015,12,686,357.5,8043.75,18
,2016,1,686,487.2,9024.3,18
,2016,2,686,569.2,11375.25,18
,2016,3,686,314.2,6048.9,18
,2015,10,700,559.05,8877.6,18
,2015,11,701,107.7,2638.65,18
,2015,10,702,33.6,604.8,18
,2015,11,702,191.9,4484.1,18
,2015,12,702,564.5,12522.55,18
,2016,1,702,4606.13,96188.61,18
,2016,2,702,4060.6,80289.8,18
,2016,3,702,2193.7,43271.9,18
,2016,2,703,331.8,5482.81,18
,2016,3,703,517.9,10115.3,18
,2015,10,705,601,9421.5,18
,2015,10,712,3392.3,53803.55,18
,2015,11,712,2883.5,62103.65,18
,2015,12,712,2921.1,62121.3,18
,2016,1,712,2784.3,50156.75,18
,2016,2,712,3604.5,69470.95,18
,2016,3,712,872.1,16867.35,18
,2015,10,715,99.2,1785.6,18
,2015,10,718,628.3,9424.5,18
,2015,11,718,148,3273.6,18
,2015,12,718,65.7,1543.95,18
,2015,10,719,15567.6,250776.815,18
,2015,11,719,4666.15,102271.1,18
,2015,12,719,6292.9,140447.18,18
,2016,1,719,7127.82,155890.365,18
,2016,2,719,3672.4,73462.195,18
,2016,3,719,2912.7,59878.65,18
,2016,1,721,60.6,1333.2,18
,2016,2,721,418.8,8429.8,18
,2016,2,723,92.1,1784,18
,2016,3,723,45.4,873.6,18
,2015,10,735,261.25,4747.875,18
,2015,11,735,206.5,4598.3,18
,2015,12,735,82.3,1851.75,18
,2016,1,735,1253.9,25721.625,18
,2015,10,736,41.25,742.5,18
,2015,11,736,36.55,817.15,18
,2015,10,739,405.25,6944.075,18
,2015,11,739,387.21,9047.99,18
,2015,12,739,77.75,1726,18
,2016,1,739,89.2,2185.4,18
,2016,2,739,117.45,2783.8,18
,2015,10,740,847.45,15154.875,18
,2015,11,740,734.32,16943.18,18
,2015,12,740,2310.52,54309.69,18
,2016,1,740,2065.54,47355.1175,18
,2016,2,740,735.45,17014.39,18
,2016,3,740,742.07,16217.1,18
,2015,11,741,17,408,18
,2015,12,741,8.8,147.95,18
,2015,10,742,4.5,76.5,18
,2015,11,742,211.5,5710.5,18
,2015,10,745,93.4,1401,18
,2015,11,745,451,9922,18
,2015,12,745,146,2774,18
,2015,11,746,129,3006,18
,2015,10,748,150.8,2563.6,18
,2015,12,748,88.1,1894.15,18
,2015,10,750,33.7,539.2,18
,2016,1,754,31,465,18
,2015,10,756,8092.67,123724.605,18
,2015,11,756,2853.06,61099.32,18
,2015,12,756,1451.17,30750.465,18
,2016,1,756,304.41,6803.675,18
,2016,2,756,119.7,2693.25,18
,2016,3,756,68.34,1537.65,18
,2015,10,758,815.77,12648.59,18
,2015,10,759,218.9,3321.9,18
,2016,1,760,566.38,12426.46,18
,2016,2,760,1221.64,25206.255,18
,2015,11,774,110.4,2428.8,18
,2015,10,801,3724.04,58814.095,18
,2015,11,801,2097.83,48682.565,18
,2015,12,801,2405.76,58183.215,18
,2016,1,801,3064.8,71786.75,18
,2016,2,801,973.84,22772.83,18
,2016,3,801,432.91,9319.05,18
,2015,12,802,45.25,1086,18
,2016,2,802,153.65,3457.125,18
,2015,10,806,274.58,4276.6,18
,2015,11,806,86,2107,18
,2015,10,813,11806.3,189014.8,18
,2015,11,813,5435.51,116224.465,18
,2015,12,813,6843.28,154662.07,18
,2016,1,813,6214.23,124285.16,18
,2016,2,813,3062.26,63750.365,18
,2016,3,813,745.15,14668.275,18
,2015,10,822,1301.93,21220.23,18
,2015,11,822,547.16,12426.435,18
,2015,12,822,196.66,4765.58,18
,2016,1,822,67.8,1640.57,18
,2016,2,822,172.12,3987.36,18
,2016,3,832,529.4,11117.4,18
,2015,10,840,152.5,2440,18
,2015,12,840,116.3,2733.05,18
,2016,1,840,711.9,16240.35,18
,2015,10,849,396.5,6474,18
,2015,11,849,370.5,7731.5,18
,2015,12,849,788,17730,18
,2016,1,849,724.75,15811.075,18
,2016,2,849,83,1784.5,18
,2016,3,849,40.4,848.4,18
,2015,10,850,8138.3,131317.115,18
,2015,11,850,6361.88,157900.53,18
,2015,12,850,3598.11,85927.49,18
,2016,1,850,2227.24,54124.18,18
,2016,2,850,3506.87,80114.415,18
,2016,3,850,789.6,16796.95,18
,2015,10,861,109.5,1587.75,18
,2015,11,861,64.15,1656,18
,2015,12,861,88,1938.2,18
,2015,10,862,243,3766.5,18
,2015,12,862,44.5,1001.25,18
,2016,1,864,7.2,144,18
,2015,11,865,284.7,7686.9,18
,2015,10,867,2169.29,33552.145,18
,2015,11,867,700.45,16919.5,18
,2015,12,867,876.2,20119.8,18
,2016,1,867,272.05,5919.65,18
,2016,2,867,249.65,5263.875,18
,2015,11,868,45.05,991.1,18
,2015,10,869,972.1,15817.5,18
,2015,11,869,82.5,1691.25,18
,2015,10,880,289.2,5136.45,18
,2016,2,880,82.75,1820.5,18
,2016,2,897,8.5,178,18
,2016,3,897,14,280,18
,2015,11,1032,580.82,14478.44,18
,2015,10,1033,72.8,1346.8,18
,2015,11,1033,216.1,4962.6,18
,2015,10,1035,273,4284,18
,2015,12,1035,322.7,7145.05,18
,2017,3,608,212,3774,19
,2017,2,623,16.95,355.95,19
,2016,10,632,144,2880,19
,2016,12,632,125,2875,19
,2016,12,639,309,6798,19
,2016,12,643,34.5,707.25,19
,2017,1,644,51.9,1141.8,19
,2016,11,651,47,1081,19
,2016,10,652,2306.5,42875.6,19
,2016,11,652,1938.55,42231.4,19
,2016,12,652,43,0,19
,2017,1,652,315.1,6877.8,19
,2016,10,653,6813.15,131244,19
,2016,11,653,2322.27,50270.11,19
,2016,12,653,2052.05,45191.8,19
,2017,1,653,1212.35,26803.8,19
,2017,2,653,1593.1,35410.8,19
,2017,3,653,506.46,9384.92,19
,2016,10,655,3349.8,62950.95,19
,2016,11,655,936.4,19608.3,19
,2016,12,655,328.1,6457.8,19
,2017,1,655,36,792,19
,2016,11,656,46.1,922,19
,2016,12,656,60.1,1232.05,19
,2017,2,656,27.9,530.1,19
,2016,10,658,600.6,12012,19
,2016,11,658,264.1,6074.3,19
,2016,12,658,38.2,878.6,19
,2016,12,659,189.5,4074.25,19
,2017,2,659,44,880,19
,2016,10,664,500.73,9699.565,19
,2016,11,664,358.4,7935.2,19
,2016,12,664,146.04,3247.035,19
,2017,1,664,277.05,6299.2,19
,2016,10,665,2763.4,50212.65,19
,2016,11,665,2953,64406.1,19
,2016,12,665,3018.45,67854.65,19
,2017,1,665,2570.25,58607.65,19
,2017,2,665,1344.7,27345.2,19
,2017,3,665,740.4,12229.75,19
,2016,11,666,285.7,6142.55,19
,2016,12,666,99.3,2184.6,19
,2017,3,667,44.85,829.725,19
,2016,11,675,134.5,2959,19
,2016,10,678,467.3,8878.7,19
,2016,10,679,272,5168,19
,2016,10,682,720,13799,19
,2016,11,682,403.3,9145.25,19
,2016,12,682,47,1104.5,19
,2017,1,682,119.5,2785.5,19
,2016,10,683,375.8,6511.7,19
,2016,11,683,110.5,2541.5,19
,2016,12,683,279.9,6333.3,19
,2017,1,683,323,7429,19
,2017,2,683,323,6720,19
,2017,3,683,517.3,9328.05,19
,2016,10,686,619.55,11920.875,19
,2016,11,686,611.5,13022.35,19
,2016,12,686,215.55,4667.9,19
,2017,1,686,56,1232,19
,2017,3,686,58.6,1072.6,19
,2017,2,697,18.7,374,19
,2016,12,698,582,11931,19
,2017,1,701,268.82,5696.6,19
,2016,10,702,276,5139,19
,2016,12,702,720.3,15386.9,19
,2017,1,702,1670.7,35454.4,19
,2017,2,702,833.1,16612.3,19
,2017,3,702,703.4,12403.4,19
,2016,10,712,5891.05,112108.6,19
,2016,11,712,1337.5,27785,19
,2016,12,712,3338.1,70903.05,19
,2017,1,712,2647.3,57344.45,19
,2017,2,712,715.3,14182.8,19
,2017,3,712,2443.81,43287.2375,19
,2016,10,714,82.6,1652,19
,2017,1,714,468.16,9630.89,19
,2017,1,716,247.34,5113.07,19
,2016,11,718,379.4,8086.25,19
,2017,1,718,109,2343.5,19
,2017,2,718,93.8,1782.2,19
,2016,10,719,5707.52,108643.15,19
,2016,11,719,7910.4,173959.4,19
,2016,12,719,5900.75,126172.4,19
,2017,1,719,7676.15,170570.15,19
,2017,2,719,5679.67,111482.05,19
,2017,3,719,2594.35,46698.45,19
,2017,1,721,280.8,5896.8,19
,2017,2,721,121,2541,19
,2017,3,721,13.2,231,19
,2016,10,739,309.4,5997.5,19
,2016,11,739,332.6,7378.1,19
,2016,12,739,309.4,6953.8,19
,2017,1,739,204.2,4288.2,19
,2017,2,739,862.8,18081.4,19
,2017,3,739,41.7,729.75,19
,2016,10,740,168.4,3422.9,19
,2016,11,740,678.8,14771.6,19
,2016,12,740,364.95,8042.875,19
,2017,1,740,1018.75,22730.15,19
,2017,2,740,1319,28780.15,19
,2017,3,740,530.4,9715.625,19
,2017,1,741,17.2,361.2,19
,2016,10,742,121.8,2314.2,19
,2016,11,744,314,6437,19
,2017,2,747,37,777,19
,2016,10,756,4730.75,87403.675,19
,2016,11,756,2740.45,58537.8125,19
,2016,12,756,1794.3,36012.25,19
,2017,1,756,924.1,20986.775,19
,2017,2,756,204.9,4187.1,19
,2017,3,756,172.55,3105.9,19
,2016,11,758,94.65,2176.95,19
,2016,10,759,11.8,230.1,19
,2016,11,759,8.6,172,19
,2016,10,767,66.1,1255.9,19
,2017,1,770,228.8,5262.4,19
,2016,10,801,4136.34,85523.98,19
,2016,11,801,1509.68,34591.56,19
,2016,12,801,1484.16,33143.57,19
,2017,1,801,2898.52,63381.24,19
,2017,2,801,2068.34,43210.15,19
,2017,3,801,1065.31,19452.97,19
,2016,10,802,1534,30531.05,19
,2016,11,802,1351.2,30250.275,19
,2016,12,802,903.9,20201.675,19
,2017,1,802,556.6,12801.8,19
,2017,2,802,674.05,13859.85,19
,2017,3,802,113.2,2150.8,19
,2016,10,813,6129.45,116920.875,19
,2016,11,813,6439.85,135610.175,19
,2016,12,813,6545.8,141772.95,19
,2017,1,813,3188.89,69848.77,19
,2017,2,813,1406.5,26869.75,19
,2017,3,813,1112.25,19959.1,19
,2016,11,817,118,2832,19
,2016,12,817,269,6456,19
,2017,1,817,315,7245,19
,2017,2,817,49,1176,19
,2016,10,822,1460.32,29126.935,19
,2016,11,822,328.08,7483.265,19
,2016,12,822,364.56,8207,19
,2017,1,822,398.84,9045.92,19
,2017,2,822,178.26,3686.3,19
,2017,3,822,91.28,1779.96,19
,2016,10,829,81,1539,19
,2016,11,829,92,1890,19
,2016,12,829,105.2,2367,19
,2016,12,846,241,5023.6,19
,2017,1,846,365.9,7798.85,19
,2017,2,846,218.05,4797.1,19
,2017,3,846,128.85,2448.15,19
,2016,10,849,1499.36,28213.84,19
,2016,11,849,1051.29,23312.885,19
,2016,12,849,755,16609.2,19
,2017,1,849,479,10360.5,19
,2017,2,849,254.2,4887.5,19
,2017,3,849,56.5,1032.5,19
,2016,10,850,12481.2,243167.99,19
,2016,11,850,6409.25,143668.5,19
,2016,12,850,4649.8,105221.75,19
,2017,1,850,2839.45,63888.1,19
,2017,2,850,445.7,9385.3,19
,2017,3,850,438.35,8173.95,19
,2016,10,859,190.2,3418.6,19
,2016,10,862,235.15,4232.7,19
,2016,10,865,1003,19057,19
,2016,11,866,41.85,890.425,19
,2016,10,867,180,3420,19
,2016,11,867,96.45,2146.0125,19
,2016,12,867,309.5,6705.75,19
,2017,1,867,380.35,8174.55,19
,2017,2,867,27.8,625.5,19
,2017,3,867,238.8,3712.75,19
,2016,10,868,553.5,10947.25,19
,2016,10,869,159,2862,19
,2016,11,869,79.2,1742.4,19
,2017,3,869,40.5,729,19
,2016,11,871,36,828,19
,2017,2,874,176,3520,19
,2016,10,880,33.5,670,19
,2016,12,880,273.2,5737.2,19
,2016,12,897,186.26,4190.85,19
,2017,1,897,313,6886,19
,2017,2,897,1080.08,23530.3,19
,2017,3,897,403,7278,19
,2016,10,950,3481.1,65311.425,19
,2016,10,1033,525,10204.75,19
,2017,3,1033,46.9,797.3,19
,2016,10,1035,376.8,7159.2,19
,2017,10,605,152.2,2739.6,20
,2018,2,606,117,2164.5,20
,2018,2,619,409.3,7776.7,20
,2017,10,635,440,7480,20
,2018,3,639,165,3059,20
,2017,10,651,1454.85,25414.2,20
,2017,11,651,138,2720,20
,2018,1,651,163,3307,20
,2018,2,651,63,1323,20
,2018,3,651,43,903,20
,2017,10,652,1709,30628.6,20
,2017,11,652,1254.2,23818.9,20
,2017,12,652,406.5,7723.5,20
,2018,1,652,38.9,778,20
,2018,2,652,59.2,1095.2,20
,2017,10,653,6472.8,112434.3,20
,2017,11,653,3369.28,62275.32,20
,2017,12,653,3417.6,64743.1,20
,2018,1,653,1980.6,36956.2,20
,2018,2,653,946.1,18191.2,20
,2018,3,653,359.2,6814.1,20
,2017,10,655,1484.3,25111.1,20
,2017,11,655,150.4,2857.6,20
,2017,12,655,190,3581.5,20
,2018,1,655,128.8,2318.4,20
,2018,2,655,189.3,3596.7,20
,2017,11,656,493.1,9368.9,20
,2017,12,656,980.2,18490.8,20
,2018,1,656,1641.1,32424.5,20
,2018,2,656,175.8,3340.2,20
,2018,3,656,242.8,4798.5,20
,2018,3,659,124,2356,20
,2017,12,661,83,1577,20
,2017,10,664,725.03,12421.73,20
,2017,11,664,1531.25,28517.51,20
,2017,12,664,632.69,9120.26,20
,2018,1,664,463.02,8538.8202,20
,2018,2,664,249,5083,20
,2018,3,664,235,4935,20
,2017,10,665,5633.01,97963.535,20
,2017,11,665,3642.1,69710.4,20
,2017,12,665,2850.4,54338.6,20
,2018,1,665,2340.6,46259.7,20
,2018,2,665,1023.85,20343.75,20
,2018,3,665,574.9,11293.82,20
,2017,10,666,136,2584,20
,2018,2,666,17.6,334.4,20
,2017,10,667,77.95,1403.1,20
,2017,12,682,104.3,1981.7,20
,2017,10,683,522.8,9259.9,20
,2017,11,683,350.7,6133.7,20
,2017,12,683,526.9,10375.1,20
,2018,1,683,1789.8,35026.2,20
,2018,2,683,238.3,4713.7,20
,2018,3,683,299.5,5990,20
,2017,10,686,490.1,8578.8,20
,2017,11,686,865.2,15600.9,20
,2017,12,686,386,7334,20
,2018,1,686,400.9,7480.2,20
,2018,2,686,148.3,2798.2,20
,2017,12,702,179,3535.25,20
,2018,1,702,190,3658.2,20
,2018,2,702,3142.9,58808.5,20
,2018,3,702,1463.4,27163.21,20
,2017,10,712,4585.2,78718.475,20
,2017,11,712,3019.1,55839.3,20
,2017,12,712,626.8,11852.2,20
,2018,1,712,518.6,10212,20
,2018,2,712,215.6,4096.4,20
,2018,3,712,317.9,6186,20
,2017,12,717,650,12252,20
,2018,2,717,224.5,4014.5,20
,2018,3,717,124,2128,20
,2017,10,718,411.2,7479.5,20
,2017,11,718,92.8,1740,20
,2017,12,718,276.2,5242.15,20
,2018,1,718,60,1170,20
,2018,2,718,288.4,5578.3,20
,2018,3,718,22.2,432.9,20
,2017,10,719,16383.8,290278.131,20
,2017,11,719,5699.1,108628.985,20
,2017,12,719,4501.5,88609.275,20
,2018,1,719,11235.55,217660.3,20
,2018,2,719,4235.85,82817.19,20
,2018,3,719,1545.8,31155.8,20
,2017,10,730,304.45,5480.1,20
,2018,3,731,30.6,596.7,20
,2017,10,735,504.5,8830.3,20
,2018,1,736,99.7,1912.8,20
,2017,10,739,105.9,1906.2,20
,2017,11,739,177.7,3331.875,20
,2017,12,739,54,1039.5,20
,2018,1,739,229.45,4367.0375,20
,2018,2,739,94.15,2000.6875,20
,2018,3,739,98.45,2116.675,20
,2017,11,740,101.9,1936.1,20
,2017,12,740,296.55,5842.3,20
,2018,1,740,201.4,4028,20
,2018,2,740,100,1800,20
,2017,10,741,90.04,1620.72,20
,2017,10,742,233.2,4197.6,20
,2017,10,745,250.8,4514.4,20
,2017,10,748,184.7,3324.6,20
,2017,10,755,107.1,1874.25,20
,2017,10,756,11782.89,209229.72,20
,2017,11,756,4646.95,87289.675,20
,2017,12,756,2133.7,40277.025,20
,2018,1,756,1569.55,30128.975,20
,2018,2,756,663.15,13668.85,20
,2018,3,756,56.05,1140.075,20
,2017,10,758,682.3,12281.4,20
,2017,11,759,64.5,1193.25,20
,2017,10,760,461,7759,20
,2017,11,760,103,1771,20
,2017,10,763,1256.6,23247.1,20
,2017,10,767,570.5,10269,20
,2017,11,767,82.4,1565.6,20
,2018,1,800,279.1,5486.45,20
,2018,2,800,734.45,11676.24,20
,2017,10,801,7077.14,125845.38,20
,2017,11,801,2382.65,45112.375,20
,2017,12,801,1168.1,23202.45,20
,2018,1,801,2320.54,44734.6,20
,2018,2,801,552.43,11215.66,20
,2018,3,801,285.3,6041.85,20
,2017,10,802,82.78,1407.26,20
,2017,11,802,70.78,1344.82,20
,2017,12,802,136.18,2637.055,20
,2018,2,802,66.26,1408.025,20
,2017,10,806,20,360,20
,2017,10,813,9390.5,162346,20
,2017,11,813,5352.5,99604.5,20
,2017,12,813,2237.6,42397.3,20
,2018,1,813,3890.84,74145.26,20
,2018,2,813,803,15226,20
,2018,3,813,545.5,10651.25,20
,2017,10,822,3400.77,60186.9,20
,2017,11,822,518.74,9290.06,20
,2017,12,822,188.66,3721.47,20
,2018,1,822,260.56,5103.065,20
,2018,3,822,113.28,2435.52,20
,2017,12,829,295.8,5916,20
,2018,1,840,19.2,384,20
,2017,11,846,459.75,8535.4,20
,2018,1,846,153,2907,20
,2017,10,849,1794.2,31799.7,20
,2017,11,849,1674.2,31090.7,20
,2017,12,849,2074.93,40592.55,20
,2018,1,849,1390.8,26716.45,20
,2018,2,849,1409.95,27226.7,20
,2018,3,849,390.7,7760.05,20
,2017,10,850,10051.1,179552.25,20
,2017,11,850,7478.15,141449.5,20
,2017,12,850,3917.15,78263,20
,2018,1,850,3240.1,63966.2,20
,2018,2,850,1129.61,23037.2,20
,2018,3,850,219.75,4412.25,20
,2017,10,856,220.7,3972.6,20
,2017,10,861,18.5,296,20
,2018,1,861,54,945,20
,2017,10,866,749.83,12999.695,20
,2017,10,867,2205.3,39461.9,20
,2017,11,867,455.7,8511.1,20
,2017,12,867,639,12478,20
,2018,1,867,265,5239,20
,2018,2,867,113,2260,20
,2017,10,869,651.1,11052.7,20
,2017,11,869,222,3996,20
,2018,3,869,85,1827.5,20
,2018,2,870,25.5,471.75,20
,2017,11,880,41.5,767.75,20
,2017,10,881,58.3,991.1,20
,2018,1,897,218.5,4151.5,20
,2018,2,897,428.56,8676.3,20
,2018,3,897,1243.94,25917.71,20
,2018,1,1034,47.4,853.45,20
,2018,1,1035,77,1386,20
,2005,12,209,337,3201.5,8
,2004,2,219,5,37.5,6
,2014,11,219,113.8,2162.2,17
,2003,12,220,92,690,6
,2003,12,228,35,280,6
,2005,2,231,67,469,7
,2004,12,238,18,126,7
,2017,2,238,15.7,329.7,19
,2005,10,241,73.2,585.6,8
,2009,2,256,46,460,11
,2004,10,257,36.3,217.8,7
,2004,10,260,376,2444,7
,2004,10,262,265.8,1727.7,7
,2016,1,265,165.44,3376.34,18
,2017,10,277,241.55,4096.15,20
,2004,10,301,75,637.5,7
,2018,3,408,57,1140,20
,2012,1,419,57.4,1004.5,14
,2012,2,419,51,892.5,14
,2014,10,456,62.45,1124.1,17
,2015,11,456,18.15,471.9,18
,2014,10,457,244.6,3424.4,17
,2016,1,465,437.75,8512.05,18
,2004,1,488,243,2065.5,6
,2003,10,507,100,726,6
,2003,12,519,60,420,6
,2007,1,550,148,1406,9
,2012,10,550,104.4,1044,15
,2013,3,552,16,0,15
,2003,11,553,59.3,380.1,6
,2010,11,553,370,6038.05,13
,2010,12,553,251.4,4158.95,13
,2011,1,553,71,1270.9,13
,2011,2,553,92.5,1665,13
,2011,3,553,41.7,750.6,13
,2010,11,554,27.9,350.4,13
,2015,1,554,66.2,1621.9,17
,2011,3,555,18.5,342.25,13
,2003,10,560,82,574,6
,2003,12,560,59,413,6
,2004,10,560,171,1111.5,7
,2004,11,560,32.5,16.25,7
,2014,10,560,67.7,1150.9,17
,2009,10,563,89.7,897,12
,2010,12,563,80.9,1355.075,13
,2011,10,564,55,935,14
,2005,12,565,54.4,508.64,8
,2017,11,565,30,570,20
,2015,10,600,159,2340,18
,2017,11,603,446.4,8481.6,20
,2018,2,603,170.35,3407,20